id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area_Commanche,Wilderness_Area_Neota,Wilderness_Area_Rawah,Soil_Type_C2705,Soil_Type_C4703,Soil_Type_C4704,Soil_Type_C4758,Soil_Type_C6101,Soil_Type_C6102,Soil_Type_C7101,Soil_Type_C7103,Soil_Type_C7201,Soil_Type_C7202,Soil_Type_C7700,Soil_Type_C7702,Soil_Type_C7746,Soil_Type_C7755,Soil_Type_C7756,Soil_Type_C7757,Soil_Type_C7790,Soil_Type_C8703,Soil_Type_C8771,Soil_Type_C8772,Soil_Type_C8776
17855,3084,311,17,319,53,3141,172,226,193,671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17856,2939,51,16,560,120,1383,226,202,105,2694,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17857,3134,333,18,361,127,2589,175,214,176,2514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17858,3208,202,13,95,18,1154,213,251,170,309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17859,2942,37,9,190,11,1928,220,219,134,900,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17860,3238,34,10,767,209,2763,219,218,134,3267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17861,3232,202,21,309,67,492,205,253,174,1140,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17862,3080,3,15,420,221,750,199,211,148,3025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17863,3042,48,12,30,1,918,224,214,122,1575,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17864,2737,63,1,85,13,1224,220,236,153,2136,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17865,3251,235,11,90,0,2989,200,250,187,503,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17866,3345,181,15,150,29,3739,224,248,153,1914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17867,3210,2,13,450,83,2281,201,215,150,3437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17868,2721,174,24,150,55,2039,226,244,135,2349,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17869,3093,112,5,30,0,3000,229,234,139,1248,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17870,3123,334,7,108,-9,2058,204,231,166,960,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17871,3056,12,13,180,39,1289,207,214,143,2767,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17872,3381,309,10,417,85,1230,193,234,180,2984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17873,3232,118,10,60,-6,607,238,231,122,2021,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17874,3183,226,21,365,152,2292,185,254,199,1705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17875,2774,95,24,60,27,2162,250,196,61,806,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17876,3081,155,11,201,-19,934,233,241,139,1570,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17877,3170,201,16,499,-9,2029,212,252,171,1950,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17878,2925,79,5,0,0,1655,226,231,139,1660,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17879,3085,270,16,750,44,1062,177,244,205,967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17880,3176,27,15,108,6,4273,212,207,128,3384,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17881,3122,50,18,175,28,2987,225,198,100,1396,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17882,2913,54,30,306,98,731,222,163,55,618,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17883,3110,95,8,240,73,2460,234,228,126,1187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17884,3214,57,5,247,12,2419,223,229,142,1476,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17885,2724,304,14,306,31,1329,182,233,191,2017,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17886,3179,177,22,474,25,3460,224,246,142,908,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17887,3161,50,18,150,31,309,225,198,100,1774,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17888,2703,144,6,30,2,1566,230,239,143,2391,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17889,3059,26,17,510,200,1521,210,201,123,3362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17890,3097,248,13,218,-7,1771,193,249,194,940,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17891,3276,261,22,780,166,1189,161,245,220,2848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17892,3381,191,16,457,95,4380,218,251,162,2856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17893,3250,172,15,212,44,1765,229,246,145,1727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17894,3166,231,6,270,29,2100,210,246,172,759,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17895,2977,266,21,492,181,2148,160,243,219,1158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17896,3025,205,27,277,125,1947,193,252,179,2083,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17897,3202,248,23,300,120,2489,167,250,216,1509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17898,3057,270,11,319,67,3060,192,244,192,1075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17899,2868,196,3,42,1,1554,219,242,160,2632,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17900,3236,112,18,134,39,4564,248,218,91,3638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17901,3305,240,9,242,13,3189,203,248,182,927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17902,3335,72,9,497,26,1040,231,223,125,2690,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17903,3231,281,18,417,100,1816,167,239,210,2151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17904,2941,150,22,134,44,1566,242,234,110,1888,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17905,3262,90,10,335,34,1682,236,224,118,726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17906,3206,77,4,488,66,607,226,231,141,2588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17907,3242,180,9,335,37,3161,224,246,155,1613,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17908,3070,246,16,342,60,3023,185,251,202,927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17909,2825,187,15,242,61,1687,220,250,158,1224,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17910,2772,324,6,127,15,810,204,233,168,2059,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17911,3237,358,6,382,103,2363,211,229,156,3331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17912,3184,235,13,268,44,1892,196,251,191,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17913,3014,0,3,67,0,2971,215,233,156,2308,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17914,3167,40,12,518,30,1839,221,213,125,560,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17915,3262,50,21,210,9,1781,224,190,90,2663,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17916,3106,109,17,270,83,2804,247,219,96,1256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17917,3013,186,21,95,12,1507,218,250,155,361,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17918,3082,293,9,0,0,2665,195,238,183,541,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17919,2954,6,9,0,0,750,209,222,151,2563,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17920,3240,310,12,541,109,1869,186,231,185,2166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17921,3424,141,21,323,195,3721,246,229,101,3114,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17922,2978,132,12,42,5,2750,239,234,122,1666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17923,3176,238,20,175,28,2920,179,253,206,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17924,2802,291,9,30,8,2340,194,239,184,1544,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17925,3358,2,13,510,75,2151,202,215,150,1398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17926,3140,69,15,67,4,4063,235,208,100,3323,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17927,3146,81,6,67,4,960,229,229,134,2063,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17928,3149,32,9,30,2,351,218,221,139,1590,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17929,3315,128,10,450,-14,1471,238,234,125,2073,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17930,3176,104,12,470,154,3025,241,224,111,1154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17931,3253,188,19,162,14,3360,218,250,159,1249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17932,2867,66,31,150,89,2163,232,162,39,1920,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17933,2752,297,4,351,54,1423,208,238,169,1954,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17934,3276,280,11,878,166,1537,191,241,190,2672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17935,3297,73,6,175,11,1931,228,228,134,3102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17936,3363,321,14,382,55,1630,184,226,182,1922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17937,2880,18,8,30,1,1856,214,223,145,1944,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17938,3273,51,20,511,22,807,225,193,94,2582,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17939,3377,192,20,313,46,3001,214,251,163,1666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17940,2976,125,19,192,71,1468,248,223,95,1762,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17941,3212,121,18,30,-3,1350,248,222,94,2644,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17942,3247,290,7,190,-15,2925,200,239,178,424,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17943,3117,198,6,180,12,1103,218,245,163,1848,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17944,3291,228,22,277,62,3339,182,254,202,1403,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17945,3190,117,25,362,151,3540,253,208,67,2160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17946,3149,331,11,67,16,2400,195,227,171,853,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17947,3109,270,8,247,-10,1742,200,243,182,837,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17948,3344,96,18,474,57,1425,246,212,89,2561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17949,3233,333,6,700,42,1921,205,232,165,480,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17950,2879,232,29,256,33,845,161,251,214,558,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17951,3123,306,11,300,-23,2594,190,234,184,497,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17952,3443,196,13,592,131,4163,217,250,166,2981,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17953,3009,117,26,361,118,2236,253,206,63,1622,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17954,3390,344,14,492,98,2542,190,217,165,1189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17955,3184,156,9,366,-1,953,230,241,143,2466,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17956,3169,8,14,551,42,2163,202,210,143,3345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17957,3069,76,2,940,146,1302,222,235,150,2512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17958,3442,152,23,153,35,4098,241,233,108,3960,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17959,3271,1,13,301,36,1727,201,215,151,1084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17960,3038,342,2,242,-23,2311,216,236,158,1243,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17961,3073,210,25,150,51,3170,192,254,186,1295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17962,3290,214,11,300,-1,3260,210,250,175,907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17963,3201,59,24,228,80,2682,230,182,72,1533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17964,3114,220,11,309,23,2137,207,251,179,811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17965,3381,274,13,426,92,3572,184,243,198,1595,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17966,3034,138,6,85,8,2942,230,238,142,1057,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17967,3245,42,13,90,0,674,222,211,122,2173,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17968,2937,285,7,301,6,1865,200,240,180,1065,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17969,3257,112,9,0,0,1832,237,230,124,2846,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17970,3348,240,14,218,56,2816,192,251,195,1027,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17971,3031,148,31,408,209,2185,243,220,81,1761,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17972,3317,225,9,270,22,1134,208,249,177,1441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17973,3462,2,11,721,93,2582,205,219,151,1409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17974,2825,288,3,67,5,962,211,239,166,268,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17975,3091,67,12,450,85,902,232,216,115,1203,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17976,2896,38,15,108,18,1850,218,205,118,2436,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17977,3122,15,22,180,68,3601,195,188,124,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17978,3027,53,18,551,217,904,227,199,99,964,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17979,3353,194,16,430,52,3004,216,251,164,1310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17980,3081,27,8,360,10,2396,217,223,142,1155,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17981,3084,32,15,283,67,1425,216,207,124,2920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17982,3034,67,6,30,0,3224,227,228,135,2478,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17983,3213,208,10,60,0,1290,213,250,172,592,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17984,3302,34,23,700,227,752,210,184,101,752,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17985,3007,244,21,162,22,1289,174,251,211,2718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17986,3046,27,19,212,30,1855,209,197,119,3572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17987,2746,172,11,0,0,1524,228,245,148,2452,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17988,3000,335,11,90,14,781,196,226,169,1173,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17989,3215,100,8,351,-17,531,234,229,127,2372,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17990,3251,72,15,95,-10,4529,236,209,100,3624,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17991,2984,229,20,192,73,2915,187,254,199,942,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17992,3389,183,9,60,-7,4279,223,246,157,4106,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17993,3304,160,20,124,12,1401,236,239,124,3007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17994,2981,126,4,234,41,268,227,237,145,1410,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17995,3027,323,29,480,101,2072,133,195,195,1371,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17996,3166,166,22,342,19,1889,233,241,128,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17997,2743,183,13,60,7,1421,223,248,155,2490,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17998,3345,132,6,636,98,1188,229,237,141,2348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17999,3168,117,1,30,-1,4315,220,237,153,3336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,3355,338,7,485,103,1024,205,230,164,2649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18001,3307,6,9,437,-21,1475,209,222,151,1939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18002,2996,347,13,127,11,2561,196,219,162,2100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18003,3093,66,27,531,18,1543,234,176,56,3181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18004,3045,85,8,60,-6,1218,232,227,128,3013,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18005,3337,1,20,335,148,4195,188,199,145,3797,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18006,3378,354,19,553,30,3931,186,204,154,3522,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18007,3155,103,3,270,39,570,225,235,145,2278,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18008,2767,104,34,30,16,2190,253,176,20,722,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18009,3236,34,2,309,38,3097,219,235,153,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18010,3013,356,22,170,54,1380,180,195,149,1233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18011,3268,0,8,234,60,1415,209,226,155,458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18012,2965,275,10,0,0,1230,193,242,189,420,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18013,3297,225,5,0,0,1358,213,245,169,1477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18014,3238,326,2,497,-24,2791,215,237,160,256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18015,3247,18,12,90,19,1501,210,214,139,811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18016,3274,345,7,242,5,1768,206,229,161,1249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18017,3231,328,9,443,210,2730,199,230,171,2838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18018,3241,9,11,60,13,1471,207,217,146,792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18019,2836,331,13,150,7,2395,189,223,174,1064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18020,3089,331,12,0,0,1998,191,225,173,1159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,3019,200,30,430,203,1448,194,249,171,256,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18022,3254,242,10,60,3,3007,200,249,186,541,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18023,2922,122,8,0,0,2353,233,234,133,1848,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18024,3109,14,9,240,16,1635,212,222,147,2911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18025,2888,254,32,228,107,2324,133,241,235,1532,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18026,2721,7,15,277,64,1752,202,210,144,2096,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18027,3344,248,5,175,10,1031,209,244,173,1988,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18028,2806,153,7,513,43,2003,229,240,145,1926,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18029,3134,33,10,95,8,902,218,218,135,1910,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18030,2918,57,12,90,-1,2132,228,215,119,2100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18031,3181,200,19,192,23,390,209,253,172,1290,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18032,3116,11,8,85,0,1114,211,223,148,1911,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18033,3348,305,15,234,56,3027,177,231,193,1044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
